Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
    14325.01	     5140.50	        0.00	    19465.51	041211	        0.00
     3832.80	    13639.77	        0.00	    17472.57	041238	        0.00
    15091.03	     5480.84	        0.00	    20571.87	041246	        0.00
    16074.60	     6102.41	        0.00	    22177.01	041254	        0.00
    12498.78	     4055.67	        0.00	    16554.45	041262	        0.00
     7043.61	      143.75	        0.00	     7187.36	041271	        0.00
    23820.30	    12233.13	     3572.86	    32480.57	041289	        0.00
    16384.88	     6272.99	        0.00	    22657.87	041297	        0.00
    15220.77	     7292.97	     2231.09	    20282.65	041301	        0.00
    21225.98	     8934.57	        0.00	    30160.55	041327	        0.00
    16374.63	     6991.62	        0.00	    23366.25	041351	        0.00
    19064.27	     1779.84	        0.00	    20844.11	041378	        0.00
    21302.32	    10868.73	     3188.12	    28982.93	041394	        0.00
    16196.01	     6884.55	        0.00	    23080.56	041408	        0.00
     5376.17	      269.93	        0.00	     5646.10	041416	        0.00
    11955.97	     9433.72	        0.00	    21389.69	041424	        0.00
    15554.66	     7484.80	     2283.19	    20756.27	041459	        0.00
     7137.28	     1188.79	        0.00	     8326.07	041467	        0.00
    11269.81	     3379.99	        0.00	    14649.80	041483	        0.00
    20698.92	    10420.84	        0.00	    31119.76	041513	        0.00
    10203.22	     3659.98	        0.00	    13863.20	041548	        0.00
    20854.96	     8730.59	        0.00	    29585.55	041572	        0.00
    23626.26	    10254.21	        0.00	    33880.47	041602	        0.00
    20200.17	     8289.78	        0.00	    28489.95	041629	        0.00
    18631.55	     9252.36	     2763.27	    25120.64	041688	        0.00
    23782.43	    11910.39	     3471.04	    32221.78	041696	        0.00
     7406.45	     1255.96	        0.00	     8662.41	041700	        0.00
    18727.35	     9051.86	     2516.43	    25262.78	041718	        0.00
     6972.59	     1356.41	        0.00	     8329.00	041742	        0.00
     7790.82	     1467.29	        0.00	     9258.11	041751	        0.00
     4561.45	      170.97	        0.00	     4732.42	041769	        0.00
    13763.25	    11114.37	        0.00	    24877.62	041777	        0.00
    25635.84	    13276.11	     3856.14	    35055.81	041785	        0.00
    21278.10	     8882.43	        0.00	    30160.53	041793	        0.00
    15496.17	     5703.59	        0.00	    21199.76	041823	        0.00
    20793.94	    10494.58	     3100.66	    28187.86	041858	        0.00
    20263.25	     9322.30	        0.00	    29585.55	041866	        0.00
    12252.63	     4521.04	        0.00	    16773.67	041882	        0.00
    24765.60	     1908.08	        0.00	    26673.68	041904	        0.00
    19761.88	     8048.83	        0.00	    27810.71	041939	        0.00
    11486.65	     4422.39	        0.00	    15909.04	041947	        0.00
    23122.71	     1705.03	        0.00	    24827.74	041955	        0.00
    15954.59	      819.08	        0.00	    16773.67	041963	        0.00
    14069.83	      586.13	        0.00	    14655.96	042013	        0.00
    15185.20	     5532.62	        0.00	    20717.82	042021	        0.00
    22551.81	    11504.43	     3374.94	    30681.30	042048	        0.00
     3557.38	       72.60	        0.00	     3629.98	042064	        0.00
    17440.46	     1002.72	        0.00	    18443.18	042081	        0.00
    12942.07	     4380.18	        0.00	    17322.25	042099	        0.00
    24765.60	     1908.08	        0.00	    26673.68	042102	        0.00
    14476.83	     6947.70	     2123.15	    19301.38	042111	        0.00
    10975.26	     4006.99	     3246.81	    11735.44	042137	        0.00
    21212.99	     1468.99	        0.00	    22681.98	042145	        0.00
     8579.83	         .00	        0.00	     8579.83	042153	        0.00
    15874.70	     5911.70	        0.00	    21786.40	042161	        0.00
    19709.75	     8100.96	        0.00	    27810.71	042170	        0.00
    19099.35	     7765.37	        0.00	    26864.72	042196	        0.00
    13601.57	     6444.90	     1986.59	    18059.88	042200	        0.00
    19331.60	     7812.26	        0.00	    27143.86	042218	        0.00
    10928.53	     3727.43	        0.00	    14655.96	042226	        0.00
    13483.75	     5489.45	        0.00	    18973.20	042277	        0.00
    10715.71	      171.58	        0.00	    10887.29	042285	        0.00
    10060.18	     4328.38	     1425.89	    12962.67	042293	        0.00
    15022.19	     5362.20	        0.00	    20384.39	042315	        0.00
    23952.79	     2399.81	        0.00	    26352.60	042331	        0.00
    20147.93	     8341.86	        0.00	    28489.79	042340	        0.00
    12346.96	     4052.99	        0.00	    16399.95	042358	        0.00
    18657.96	     7441.90	        0.00	    26099.86	042366	        0.00
    25218.65	     1964.07	        0.00	    27182.72	042391	        0.00
    21974.88	    11008.83	     3268.66	    29715.05	042404	        0.00
    22589.39	     1639.11	        0.00	    24228.50	042421	        0.00
    14415.37	      628.84	        0.00	    15044.21	042439	        0.00
    19939.94	    10003.99	     2967.42	    26976.51	042471	        0.00
    19080.59	     9527.18	        0.00	    28607.77	042498	        0.00
    13563.59	     5306.79	        0.00	    18870.38	042510	        0.00
    17283.66	     6767.12	        0.00	    24050.78	042528	        0.00
    12782.01	     4211.38	        0.00	    16993.39	042552	        0.00
    15930.63	     6725.49	        0.00	    22656.12	042561	        0.00
    13026.92	     4426.83	        0.00	    17453.75	042579	        0.00
    11289.08	     3943.53	        0.00	    15232.61	042587	        0.00
    21773.68	     9235.69	        0.00	    31009.37	042595	        0.00
    20578.31	     8578.49	        0.00	    29156.80	042609	        0.00
    10113.41	     2825.03	        0.00	    12938.44	042617	        0.00
    20841.88	     8723.40	        0.00	    29565.28	042625	        0.00
    15680.83	     7639.35	     2311.01	    21009.17	042633	        0.00
    19640.01	     1274.58	        0.00	    20914.59	042641	        0.00
    18154.87	     7246.11	        0.00	    25400.98	042676	        0.00
    14841.74	     6072.85	        0.00	    20914.59	042684	        0.00
    22340.73	    11383.17	     3342.01	    30381.89	042714	        0.00
    19568.97	     8023.57	        0.00	    27592.54	042722	        0.00
    14500.40	     5236.92	        0.00	    19737.32	042731	        0.00
    17058.90	     7318.36	        0.00	    24377.26	042749	        0.00
    15287.39	     5588.81	        0.00	    20876.20	042773	        0.00
    21562.00	     9119.30	        0.00	    30681.30	042781	        0.00
    17922.58	     6956.80	        0.00	    24879.38	042790	        0.00
    15858.09	     1190.26	        0.00	    17048.35	042820	        0.00
    15560.32	     8533.37	        0.00	    24093.69	042838	        0.00
    13941.00	     4929.38	        0.00	    18870.38	042846	        0.00
    20741.80	    10546.72	     3100.66	    28187.86	042862	        0.00
     6613.25	     2430.32	      896.21	     8147.36	042871	        0.00
    14761.30	     5299.57	        0.00	    20060.87	042897	        0.00
    16616.72	     6319.66	        0.00	    22936.38	042927	        0.00
    14841.74	     6072.85	        0.00	    20914.59	042943	        0.00
    20694.86	     9580.99	        0.00	    30275.85	042960	        0.00
     6519.90	      133.06	        0.00	     6652.96	042978	        0.00
    17825.03	     6983.96	        0.00	    24808.99	043001	        0.00
    16196.01	     6884.55	        0.00	    23080.56	043010	        0.00
    14484.19	     5858.56	        0.00	    20342.75	043044	        0.00
    17509.22	     6891.14	        0.00	    24400.36	043052	        0.00
    11999.09	      330.20	        0.00	    12329.29	043087	        0.00
    18703.22	     8303.89	        0.00	    27007.11	043095	        0.00
    25619.28	     2013.59	        0.00	    27632.87	043117	        0.00
    24505.92	    11344.81	     7522.72	    28328.01	043125	        0.00
    13615.73	     5254.65	        0.00	    18870.38	043184	        0.00
    16147.54	     6061.70	        0.00	    22209.24	043192	        0.00
    16384.88	     6272.99	        0.00	    22657.87	043206	        0.00
    20147.93	     8341.86	        0.00	    28489.79	043214	        0.00
    14728.80	     6005.16	        0.00	    20733.96	043222	        0.00
     6768.91	     1150.94	        0.00	     7919.85	043273	        0.00
    13271.13	     4480.29	        0.00	    17751.42	043281	        0.00
     8109.46	     2037.81	        0.00	    10147.27	043303	        0.00
     9539.29	     2509.38	        0.00	    12048.67	043311	        0.00
    13000.09	     4412.08	        0.00	    17412.17	043354	        0.00
    10843.37	     3226.35	        0.00	    14069.72	043362	        0.00
    21926.90	     9319.93	        0.00	    31246.83	043389	        0.00
    10057.39	     3121.92	        0.00	    13179.31	043397	        0.00
    16787.22	     6413.38	        0.00	    23200.60	043419	        0.00
    11807.75	     3756.54	        0.00	    15564.29	043443	        0.00
    12015.85	     3870.96	        0.00	    15886.81	043451	        0.00
    10843.37	     3226.35	        0.00	    14069.72	043460	        0.00
    19897.50	     8204.19	        0.00	    28101.69	043478	        0.00
    13140.49	     5219.93	        0.00	    18360.42	043486	        0.00
    17328.39	     7563.25	        0.00	    24891.64	043494	        0.00
    15434.86	     5669.88	        0.00	    21104.74	043508	        0.00
     8002.27	     2475.80	        0.00	    10478.07	043516	        0.00
    16597.43	     8165.92	     2454.03	    22309.32	043524	        0.00
    21727.17	    11112.79	     3254.41	    29585.55	043532	        0.00
    13039.06	     4433.51	        0.00	    17472.57	043541	        0.00
    19288.37	     9711.78	     2873.89	    26126.26	043559	        0.00
    17363.20	     7622.31	        0.00	    24985.51	043567	        0.00
    13498.28	     4605.18	        0.00	    18103.46	043575	        0.00
     8300.49	     1828.31	        0.00	    10128.80	043583	        0.00
    16039.67	     6790.84	        0.00	    22830.51	043591	        0.00
    12039.55	     4393.34	        0.00	    16432.89	043605	        0.00
    16641.65	     7068.27	        0.00	    23709.92	043613	        0.00
     8846.38	     2479.48	        0.00	    11325.86	043621	        0.00
    15822.56	     5963.84	        0.00	    21786.40	043648	        0.00
    14088.66	      588.46	        0.00	    14677.12	043664	        0.00
    19953.11	     8234.75	        0.00	    28187.86	043681	        0.00
    14993.05	     5507.78	        0.00	    20500.83	043729	        0.00
    11325.92	     3330.04	        0.00	    14655.96	043737	        0.00
    12792.05	     5109.16	        0.00	    17901.21	043753	        0.00
    15432.94	     5749.63	        0.00	    21182.57	043761	        0.00
    21562.00	     9119.30	        0.00	    30681.30	043788	        0.00
    21947.94	    11239.61	     3288.86	    29898.69	043800	        0.00
    12408.47	     4086.81	        0.00	    16495.28	043818	        0.00
    11608.90	     3647.22	        0.00	    15256.12	043834	        0.00
    19953.11	     8234.75	        0.00	    28187.86	043842	        0.00
    21861.06	    11189.70	     3275.30	    29775.46	043851	        0.00
    10843.37	     3226.35	        0.00	    14069.72	043869	        0.00
    14266.79	      610.47	        0.00	    14877.26	043885	        0.00
    13624.51	     5343.31	        0.00	    18967.82	043907	        0.00
    13414.71	     4640.03	        0.00	    18054.74	043915	        0.00
    19640.01	     1274.58	        0.00	    20914.59	043923	        0.00
    22625.76	     2201.53	        0.00	    24827.29	043931	        0.00
    10558.92	     3069.95	        0.00	    13628.87	043940	        0.00
    18926.39	     7589.48	        0.00	    26515.87	043958	        0.00
    21439.64	     1497.01	        0.00	    22936.65	043974	        0.00
    17706.28	     7789.75	        0.00	    25496.03	043982	        0.00
    15690.31	     5891.12	        0.00	    21581.43	043991	        0.00
     5234.81	      411.29	        0.00	     5646.10	044024	        0.00
    21212.99	     1468.99	        0.00	    22681.98	044083	        0.00
    18216.20	     7279.83	        0.00	    25496.03	044105	        0.00
    19980.19	     1806.21	        0.00	    21786.40	044113	        0.00
